timestamp,open,high,low,close,volume
5/6/2022 15:00,2697.18,2703.97,2690,2691.67,3460
5/6/2022 14:55,2695.14,2705.4,2690.94,2697.18,5386
5/6/2022 14:50,2691.44,2695.89,2684.01,2695.14,4288
5/6/2022 14:45,2669.42,2692.3,2667.57,2691.43,11764
5/6/2022 14:40,2664.18,2675,2662,2669.42,4409
5/6/2022 14:35,2659.24,2665.99,2649.52,2664.18,16177
5/6/2022 14:30,2664.29,2674.74,2653.41,2659.24,9487
5/6/2022 14:25,2686.25,2691.98,2663.91,2664.29,10011
5/6/2022 14:20,2695.13,2696.97,2682.9,2686.26,9034
5/6/2022 14:15,2680.14,2705.51,2678.86,2695.14,9925
5/6/2022 14:10,2668.82,2685.58,2661.36,2680.14,8995
5/6/2022 14:05,2671.73,2687.89,2668.78,2668.82,8721
5/6/2022 14:00,2664.64,2680.75,2658.11,2671.72,9593
5/6/2022 13:55,2653.76,2667.46,2653,2664.64,6678
5/6/2022 13:50,2652.85,2660.79,2643.42,2653.77,8508
5/6/2022 13:45,2644.17,2656.77,2635,2652.84,11888
5/6/2022 13:40,2642.78,2671.67,2640.22,2644.13,13032
5/6/2022 13:35,2664.71,2665.08,2632.95,2642.75,21629
5/6/2022 13:30,2696.62,2700.91,2661.99,2664.71,12631
5/6/2022 13:25,2690.03,2697.05,2688.87,2696.62,1880
5/6/2022 13:20,2692.52,2696.09,2688.67,2690.04,2336
5/6/2022 13:15,2689.29,2695,2685.14,2692.52,3739
5/6/2022 13:10,2680.58,2695,2680.33,2689.29,2306
5/6/2022 13:05,2673.62,2684.99,2673.49,2680.57,1791
5/6/2022 13:00,2683.12,2689.8,2673.6,2673.61,2639
5/6/2022 12:55,2683.46,2690.09,2677.23,2683.13,2422
5/6/2022 12:50,2686.53,2693.68,2676.95,2683.4,3772
5/6/2022 12:45,2706.73,2708.13,2684.08,2686.52,4240
5/6/2022 12:40,2715.21,2715.74,2701.49,2706.72,4775
5/6/2022 12:35,2709.43,2724,2708,2715.22,7251
5/6/2022 12:30,2692.16,2716.67,2692.15,2709.44,13199
