2022-05-12 02:50:00,28817.88000,28896.56000,28719.79000,28832.15000,665
2022-05-12 02:45:00,28787.70000,28960.00000,28691.50000,28817.87000,833
2022-05-12 02:40:00,29074.10000,29090.67000,28725.00000,28787.71000,784
2022-05-12 02:35:00,29112.77000,29201.48000,28910.55000,29074.11000,905
2022-05-12 02:30:00,29147.01000,29206.20000,29046.04000,29112.76000,464
2022-05-12 02:25:00,29326.33000,29336.43000,29147.01000,29147.02000,441
2022-05-12 02:20:00,29263.87000,29372.00000,29225.88000,29326.33000,301
2022-05-12 02:15:00,29348.51000,29474.29000,29243.27000,29263.87000,492
2022-05-12 02:10:00,29155.93000,29362.10000,29123.26000,29348.52000,543
2022-05-12 02:05:00,29243.51000,29356.16000,29118.62000,29155.93000,639
2022-05-12 02:00:00,29227.18000,29270.62000,28938.15000,29243.51000,771
2022-05-12 01:55:00,29518.63000,29518.64000,29113.01000,29227.17000,999
2022-05-12 01:50:00,29666.17000,29718.00000,29497.28000,29518.64000,268
2022-05-12 01:45:00,29545.99000,29737.14000,29537.83000,29666.16000,373
2022-05-12 01:40:00,29482.12000,29660.89000,29438.43000,29545.98000,396
2022-05-12 01:35:00,29506.69000,29553.18000,29450.00000,29482.13000,220
2022-05-12 01:30:00,29512.91000,29617.43000,29450.00000,29506.70000,370
2022-05-12 01:25:00,29454.39000,29600.00000,29425.89000,29512.90000,528
2022-05-12 01:20:00,29695.50000,29759.99000,29422.82000,29454.40000,732
2022-05-12 01:15:00,29720.05000,29814.34000,29660.00000,29695.51000,337
2022-05-12 01:10:00,29828.66000,29890.67000,29691.65000,29720.05000,360
2022-05-12 01:05:00,29959.85000,29981.99000,29801.01000,29828.67000,312
2022-05-12 01:00:00,29831.36000,30018.20000,29762.85000,29959.86000,498
2022-05-12 00:55:00,30007.09000,30079.13000,29794.01000,29831.35000,502
2022-05-12 00:50:00,30185.23000,30185.23000,29948.69000,30007.08000,423
2022-05-12 00:45:00,30059.97000,30197.19000,29890.00000,30185.22000,603
2022-05-12 00:40:00,29839.99000,30243.00000,29820.97000,30059.97000,1560
2022-05-12 00:35:00,29838.54000,29965.06000,29726.51000,29840.00000,818
2022-05-12 00:30:00,29765.63000,29920.27000,29685.57000,29838.53000,528
2022-05-12 00:25:00,29621.42000,29943.94000,29586.27000,29765.63000,1107
