,timestamp,open,high,low,close,volume
1,2022-05-10 12:30:00,31764.82000,31790.14000,31705.55000,31789.36000,262
2,2022-05-10 12:25:00,31683.44000,31804.84000,31683.19000,31764.82000,429
3,2022-05-10 12:20:00,31761.22000,31767.62000,31660.01000,31683.44000,429
4,2022-05-10 12:15:00,31597.80000,31784.80000,31550.00000,31761.21000,607
5,2022-05-10 12:10:00,31564.95000,31618.92000,31535.28000,31597.80000,474
6,2022-05-10 12:05:00,31595.98000,31644.99000,31518.17000,31564.95000,378
7,2022-05-10 12:00:00,31622.24000,31706.70000,31595.67000,31595.67000,409
8,2022-05-10 11:55:00,31610.88000,31660.87000,31590.00000,31622.24000,470
9,2022-05-10 11:50:00,31633.61000,31703.37000,31592.84000,31610.87000,330
10,2022-05-10 11:45:00,31760.02000,31779.06000,31612.24000,31633.62000,401
11,2022-05-10 11:40:00,31659.94000,31828.24000,31617.77000,31760.02000,793
12,2022-05-10 11:35:00,31610.01000,31689.80000,31580.07000,31659.93000,494
13,2022-05-10 11:30:00,31565.89000,31696.62000,31515.94000,31610.02000,449
14,2022-05-10 11:25:00,31600.89000,31620.00000,31482.46000,31565.90000,382
15,2022-05-10 11:20:00,31503.58000,31643.30000,31440.01000,31600.89000,536
16,2022-05-10 11:15:00,31393.85000,31535.34000,31381.80000,31503.59000,516
17,2022-05-10 11:10:00,31345.81000,31431.13000,31341.76000,31393.85000,437
18,2022-05-10 11:05:00,31315.06000,31357.10000,31261.96000,31345.81000,593
19,2022-05-10 11:00:00,31305.27000,31364.14000,31249.09000,31315.06000,601
20,2022-05-10 10:55:00,31361.13000,31414.86000,31285.09000,31305.27000,408
21,2022-05-10 10:50:00,31491.23000,31501.38000,31340.10000,31361.13000,359
22,2022-05-10 10:45:00,31415.96000,31499.74000,31371.00000,31491.22000,439
23,2022-05-10 10:40:00,31392.22000,31444.92000,31362.75000,31415.96000,350
24,2022-05-10 10:35:00,31443.09000,31525.88000,31325.61000,31392.21000,524
25,2022-05-10 10:30:00,31503.41000,31575.70000,31422.60000,31443.08000,434
26,2022-05-10 10:25:00,31501.75000,31549.51000,31476.70000,31503.41000,299
27,2022-05-10 10:20:00,31447.60000,31552.99000,31382.69000,31501.74000,601
28,2022-05-10 10:15:00,31369.29000,31494.32000,31240.00000,31447.59000,649
29,2022-05-10 10:10:00,31379.66000,31440.00000,31340.05000,31369.28000,361
30,2022-05-10 10:05:00,31370.31000,31411.24000,31351.02000,31379.67000,522
31,2022-05-10 10:00:00,31397.68000,31474.57000,31313.00000,31370.30000,585
32,2022-05-10 09:55:00,31459.46000,31503.35000,31365.60000,31397.69000,655
33,2022-05-10 09:50:00,31553.43000,31572.26000,31449.57000,31459.45000,672
34,2022-05-10 09:45:00,31532.29000,31599.93000,31460.42000,31553.44000,480
35,2022-05-10 09:40:00,31587.05000,31687.01000,31530.01000,31532.29000,634
36,2022-05-10 09:35:00,31426.28000,31609.07000,31360.61000,31587.06000,759
37,2022-05-10 09:30:00,31469.91000,31527.88000,31313.13000,31426.27000,794
38,2022-05-10 09:25:00,31608.89000,31673.33000,31420.00000,31469.90000,828
39,2022-05-10 09:20:00,31810.72000,31830.55000,31602.11000,31608.89000,872
40,2022-05-10 09:15:00,31864.85000,31932.36000,31769.64000,31810.73000,540
41,2022-05-10 09:10:00,31764.72000,31889.74000,31762.17000,31864.84000,525
42,2022-05-10 09:05:00,31733.89000,31801.98000,31715.63000,31764.71000,520
43,2022-05-10 09:00:00,31749.81000,31822.50000,31703.85000,31733.89000,520
44,2022-05-10 08:55:00,31711.29000,31818.12000,31697.87000,31749.81000,382
45,2022-05-10 08:50:00,31754.10000,31807.62000,31671.59000,31711.28000,414
46,2022-05-10 08:45:00,31802.66000,31850.00000,31716.42000,31754.11000,460
47,2022-05-10 08:40:00,31831.24000,31846.99000,31762.78000,31802.67000,481
48,2022-05-10 08:35:00,31820.70000,31924.49000,31771.84000,31831.24000,592
49,2022-05-10 08:30:00,31904.00000,32016.66000,31751.75000,31820.70000,656
50,2022-05-10 08:25:00,31796.23000,31916.22000,31743.96000,31904.00000,502
51,2022-05-10 08:20:00,31806.74000,31878.13000,31750.00000,31796.22000,543
52,2022-05-10 08:15:00,31654.88000,31839.57000,31654.87000,31806.73000,579
53,2022-05-10 08:10:00,31760.42000,31868.31000,31637.82000,31654.87000,808
54,2022-05-10 08:05:00,31598.80000,31774.56000,31540.72000,31760.42000,648
55,2022-05-10 08:00:00,31609.79000,31680.52000,31567.27000,31598.80000,579
56,2022-05-10 07:55:00,31736.64000,31794.29000,31605.69000,31609.78000,567
57,2022-05-10 07:50:00,31772.86000,31858.92000,31714.05000,31736.63000,502
58,2022-05-10 07:45:00,31826.02000,31879.91000,31726.02000,31772.86000,530
59,2022-05-10 07:40:00,31956.01000,31980.77000,31821.84000,31826.02000,417
60,2022-05-10 07:35:00,31882.01000,31989.21000,31840.00000,31956.01000,453
61,2022-05-10 07:30:00,31947.82000,31947.82000,31837.05000,31882.01000,657
62,2022-05-10 07:25:00,31941.97000,32017.64000,31900.00000,31947.81000,778
63,2022-05-10 07:20:00,31832.50000,32039.73000,31819.51000,31941.97000,740
64,2022-05-10 07:15:00,31942.79000,32038.05000,31814.06000,31832.51000,483
65,2022-05-10 07:10:00,32023.66000,32023.67000,31818.63000,31942.79000,782
66,2022-05-10 07:05:00,32196.26000,32204.08000,32010.07000,32023.66000,572
67,2022-05-10 07:00:00,32080.01000,32202.00000,32061.56000,32196.25000,624
68,2022-05-10 06:55:00,32225.08000,32261.65000,32074.62000,32080.02000,686
69,2022-05-10 06:50:00,32415.27000,32580.93000,32182.70000,32225.09000,1445
70,2022-05-10 06:45:00,32615.36000,32634.75000,32332.59000,32415.28000,745
71,2022-05-10 06:40:00,32605.61000,32624.24000,32436.08000,32615.35000,657
72,2022-05-10 06:35:00,32450.69000,32658.99000,32441.42000,32605.61000,709
73,2022-05-10 06:30:00,32452.07000,32529.86000,32342.40000,32450.69000,809
74,2022-05-10 06:25:00,32348.38000,32577.00000,32245.09000,32457.68000,1010
75,2022-05-10 06:20:00,32274.48000,32369.43000,32168.53000,32348.37000,632
76,2022-05-10 06:15:00,32222.68000,32450.00000,32175.65000,32274.48000,1081
77,2022-05-10 06:10:00,31936.70000,32289.74000,31936.69000,32225.69000,1212
78,2022-05-10 06:05:00,31902.54000,31978.87000,31866.72000,31936.70000,656
79,2022-05-10 06:00:00,31827.87000,31916.10000,31810.60000,31902.55000,666
80,2022-05-10 05:55:00,31713.21000,31873.29000,31705.00000,31827.87000,762
81,2022-05-10 05:50:00,31896.14000,31944.37000,31708.00000,31713.20000,663
82,2022-05-10 05:45:00,31735.50000,31983.86000,31693.14000,31896.15000,1052
83,2022-05-10 05:40:00,31664.64000,31763.97000,31590.97000,31735.51000,575
84,2022-05-10 05:35:00,31557.22000,31692.84000,31516.16000,31664.64000,679
85,2022-05-10 05:30:00,31373.49000,31595.00000,31352.16000,31557.21000,567
86,2022-05-10 05:25:00,31300.01000,31383.29000,31274.08000,31373.49000,429
87,2022-05-10 05:20:00,31372.12000,31374.20000,31286.07000,31300.01000,436
88,2022-05-10 05:15:00,31450.00000,31475.53000,31331.03000,31372.13000,446
89,2022-05-10 05:10:00,31483.95000,31488.02000,31386.08000,31449.99000,419
90,2022-05-10 05:05:00,31408.67000,31571.95000,31381.86000,31483.96000,1569
91,2022-05-10 05:00:00,31219.46000,31419.88000,31206.60000,31408.67000,713
92,2022-05-10 04:55:00,31152.17000,31350.00000,31136.07000,31219.46000,699
93,2022-05-10 04:50:00,31145.85000,31227.54000,31107.82000,31152.16000,601
94,2022-05-10 04:45:00,31093.94000,31152.08000,31010.52000,31145.84000,532
95,2022-05-10 04:40:00,31138.89000,31180.84000,31043.34000,31093.94000,409
96,2022-05-10 04:35:00,31052.22000,31150.00000,31000.62000,31138.89000,595
97,2022-05-10 04:30:00,30965.61000,31096.84000,30936.98000,31052.21000,503
98,2022-05-10 04:25:00,30926.96000,31040.07000,30907.22000,30973.19000,354
99,2022-05-10 04:20:00,30949.35000,31068.70000,30911.97000,30926.96000,552
100,2022-05-10 04:15:00,30789.89000,30986.90000,30786.15000,30949.35000,617
