timestamp,open,high,low,close,volume
2022-05-11 13:55:00,31223.78000,31223.78000,30732.56000,30895.03000,601
2022-05-11 13:50:00,31716.61000,31888.77000,30914.14000,31200.04000,3001
2022-05-11 13:45:00,30618.16000,31766.56000,30380.00000,31746.56000,3712
2022-05-11 13:40:00,29807.73000,30733.69000,29660.73000,30606.98000,2379
2022-05-11 13:35:00,29562.68000,29826.12000,29484.87000,29807.73000,1648
2022-05-11 13:30:00,29859.87000,30100.00000,29487.20000,29554.37000,2630
2022-05-11 13:25:00,29782.34000,29995.60000,29666.61000,29859.87000,1807
2022-05-11 13:20:00,29594.13000,30169.52000,29592.52000,29782.34000,2830
2022-05-11 13:15:00,29286.76000,29638.29000,29206.28000,29594.13000,1611
2022-05-11 13:10:00,29426.09000,29595.34000,29222.08000,29286.77000,2062
2022-05-11 13:05:00,29421.58000,29636.03000,29371.63000,29426.09000,2528
2022-05-11 13:00:00,29329.30000,29641.59000,29150.67000,29421.58000,2280
2022-05-11 12:55:00,29639.30000,29730.04000,29039.54000,29329.30000,3049
2022-05-11 12:50:00,29612.83000,29911.24000,29100.00000,29639.31000,5875
2022-05-11 12:45:00,30257.25000,30282.45000,29600.47000,29604.96000,4630
2022-05-11 12:40:00,30384.58000,30471.00000,30020.00000,30257.25000,4943
2022-05-11 12:35:00,30605.00000,30805.47000,30350.13000,30384.57000,2857
2022-05-11 12:30:00,31572.43000,31572.43000,30590.02000,30605.01000,4061
2022-05-11 12:25:00,31517.28000,31758.46000,31513.49000,31572.42000,527
2022-05-11 12:20:00,31472.54000,31519.17000,31380.00000,31517.28000,464
2022-05-11 12:15:00,31650.79000,31684.87000,31450.00000,31472.54000,377
2022-05-11 12:10:00,31652.58000,31735.21000,31612.44000,31650.78000,359
2022-05-11 12:05:00,31611.69000,31785.51000,31594.91000,31652.59000,506
2022-05-11 12:00:00,31533.14000,31641.84000,31433.28000,31611.70000,593
2022-05-11 11:55:00,31490.02000,31569.32000,31471.91000,31533.15000,501
2022-05-11 11:50:00,31516.03000,31573.62000,31486.09000,31490.02000,416
2022-05-11 11:45:00,31571.53000,31622.40000,31493.14000,31516.03000,488
2022-05-11 11:40:00,31671.00000,31683.44000,31560.20000,31571.54000,305
2022-05-11 11:35:00,31636.08000,31726.10000,31636.07000,31671.01000,288
2022-05-11 11:30:00,31623.18000,31696.44000,31563.38000,31636.07000,285
2022-05-11 11:25:00,31688.01000,31700.00000,31542.89000,31623.18000,455
2022-05-11 11:20:00,31789.48000,31798.54000,31683.23000,31688.00000,365
2022-05-11 11:15:00,31865.01000,31865.01000,31706.79000,31789.48000,343
2022-05-11 11:10:00,31744.53000,31906.53000,31684.33000,31865.01000,496
2022-05-11 11:05:00,31610.22000,31756.74000,31467.35000,31744.54000,552
2022-05-11 11:00:00,31843.87000,31854.28000,31591.83000,31610.21000,540
2022-05-11 10:55:00,32056.01000,32066.48000,31823.07000,31843.87000,425
2022-05-11 10:50:00,31860.76000,32081.83000,31860.29000,32056.02000,630
2022-05-11 10:45:00,31781.21000,31924.44000,31722.99000,31860.76000,436
2022-05-11 10:40:00,31789.08000,31822.34000,31705.40000,31781.21000,250
2022-05-11 10:35:00,31782.04000,31866.02000,31725.73000,31789.07000,225
2022-05-11 10:30:00,31708.50000,31836.28000,31683.43000,31782.04000,279
2022-05-11 10:25:00,31778.20000,31786.39000,31690.87000,31708.49000,392
2022-05-11 10:20:00,31819.92000,31889.98000,31733.25000,31778.21000,564
2022-05-11 10:15:00,32048.17000,32116.19000,31816.12000,31819.92000,700
2022-05-11 10:10:00,31687.77000,32162.59000,31670.65000,32048.18000,1506
2022-05-11 10:05:00,31686.07000,31696.37000,31579.44000,31687.77000,377
2022-05-11 10:00:00,31755.25000,31879.35000,31654.35000,31686.06000,654
2022-05-11 09:55:00,31604.71000,31789.47000,31576.23000,31755.24000,439
2022-05-11 09:50:00,31635.43000,31659.07000,31500.00000,31604.70000,442
2022-05-11 09:45:00,31544.42000,31665.99000,31503.78000,31635.44000,752
2022-05-11 09:40:00,31605.35000,31639.04000,31496.02000,31544.42000,508
2022-05-11 09:35:00,31582.13000,31699.00000,31431.40000,31605.35000,885
2022-05-11 09:30:00,31423.32000,31595.17000,31356.97000,31582.14000,903
2022-05-11 09:25:00,31306.12000,31481.19000,31302.19000,31423.31000,556
2022-05-11 09:20:00,31191.55000,31318.88000,31184.79000,31306.12000,409
2022-05-11 09:15:00,31133.68000,31213.41000,31089.81000,31191.55000,341
2022-05-11 09:10:00,31226.29000,31263.49000,31121.07000,31133.67000,531
2022-05-11 09:05:00,31287.35000,31298.40000,31189.64000,31226.30000,531
2022-05-11 09:00:00,31406.79000,31447.97000,31203.87000,31287.35000,725
2022-05-11 08:55:00,31143.66000,31419.88000,31089.23000,31406.80000,1207
2022-05-11 08:50:00,31031.41000,31192.14000,30934.65000,31143.66000,941
2022-05-11 08:45:00,30992.81000,31149.93000,30912.70000,31031.41000,677
2022-05-11 08:40:00,30746.71000,30992.81000,30728.91000,30992.81000,517
2022-05-11 08:35:00,30812.23000,30867.24000,30636.33000,30746.72000,565
2022-05-11 08:30:00,30726.15000,30822.47000,30641.95000,30812.23000,585
2022-05-11 08:25:00,30914.73000,30959.80000,30668.53000,30726.15000,588
2022-05-11 08:20:00,30797.36000,31088.90000,30743.27000,30914.74000,732
2022-05-11 08:15:00,30947.85000,31033.50000,30735.00000,30797.36000,1001
2022-05-11 08:10:00,30627.80000,30963.98000,30610.48000,30947.85000,1257
2022-05-11 08:05:00,30508.96000,30633.35000,30462.82000,30627.80000,489
2022-05-11 08:00:00,30614.99000,30654.31000,30376.61000,30508.96000,1023
2022-05-11 07:55:00,30388.31000,30615.00000,30298.82000,30614.99000,895
2022-05-11 07:50:00,30315.05000,30446.88000,30262.66000,30388.31000,505
2022-05-11 07:45:00,30361.49000,30498.96000,30270.00000,30315.05000,824
2022-05-11 07:40:00,30263.67000,30538.92000,30245.59000,30361.48000,1046
2022-05-11 07:35:00,30403.82000,30471.84000,30200.00000,30263.67000,1400
2022-05-11 07:30:00,30609.75000,30609.75000,30403.80000,30403.82000,819
2022-05-11 07:25:00,30584.11000,30675.53000,30524.78000,30609.74000,762
2022-05-11 07:20:00,30711.69000,30712.43000,30530.14000,30584.10000,661
