timestamp,open,high,low,close,volume
5/10/2022 8:40,31831.24,31846.99,31762.78,31802.67,481
5/10/2022 8:35,31820.7,31924.49,31771.84,31831.24,592
5/10/2022 8:30,31904,32016.66,31751.75,31820.7,656
5/10/2022 8:25,31796.23,31916.22,31743.96,31904,502
5/10/2022 8:20,31806.74,31878.13,31750,31796.22,543
5/10/2022 8:15,31654.88,31839.57,31654.87,31806.73,579
5/10/2022 8:10,31760.42,31868.31,31637.82,31654.87,808
5/10/2022 8:05,31598.8,31774.56,31540.72,31760.42,648
5/10/2022 8:00,31609.79,31680.52,31567.27,31598.8,579
5/10/2022 7:55,31736.64,31794.29,31605.69,31609.78,567
5/10/2022 7:50,31772.86,31858.92,31714.05,31736.63,502
5/10/2022 7:45,31826.02,31879.91,31726.02,31772.86,530
5/10/2022 7:40,31956.01,31980.77,31821.84,31826.02,417
5/10/2022 7:35,31882.01,31989.21,31840,31956.01,453
5/10/2022 7:30,31947.82,31947.82,31837.05,31882.01,657
5/10/2022 7:25,31941.97,32017.64,31900,31947.81,778
,,,,,
,,,,,
